"id","id","kode","name","deskripsi"
"__export__.cdn_icd9_13320_ba4bfb8f","__export__.cdn_icd9_13320_ba4bfb8f","46.75","Suture of laceration of large intestine","Suture lg bowel lacerat"
"__export__.cdn_icd9_13321_90e85310","__export__.cdn_icd9_13321_90e85310","46.76","Closure of fistula of large intestine","Close lg bowel fistula"
"__export__.cdn_icd9_13322_40908eb9","__export__.cdn_icd9_13322_40908eb9","46.79","Other repair of intestine","Repair of intestine NEC"
"__export__.cdn_icd9_13323_4e7bee68","__export__.cdn_icd9_13323_4e7bee68","46.80","Intra-abdominal manipulation of intestine, not otherwise specified","Intra-ab bowel manip NOS"
"__export__.cdn_icd9_13324_a8bd6ba0","__export__.cdn_icd9_13324_a8bd6ba0","46.81","Intra-abdominal manipulation of small intestine","Intra-abd sm bowel manip"
"__export__.cdn_icd9_13325_558b5fcf","__export__.cdn_icd9_13325_558b5fcf","46.82","Intra-abdominal manipulation of large intestine","Intra-abd lg bowel manip"
"__export__.cdn_icd9_13326_6bb17e78","__export__.cdn_icd9_13326_6bb17e78","46.85","Dilation of intestine","Dilation of intestine"
"__export__.cdn_icd9_13327_51176f1d","__export__.cdn_icd9_13327_51176f1d","46.86","Endoscopic insertion of colonic stent(s)","Endo insrt colonic stent"
"__export__.cdn_icd9_13328_0ec2c87a","__export__.cdn_icd9_13328_0ec2c87a","46.87","Other insertion of colonic stent(s)","Insert colonic stent NEC"
"__export__.cdn_icd9_13329_e4c7bb20","__export__.cdn_icd9_13329_e4c7bb20","46.91","Myotomy of sigmoid colon","Myotomy of sigmoid colon"
"__export__.cdn_icd9_13330_b06974da","__export__.cdn_icd9_13330_b06974da","46.92","Myotomy of other parts of colon","Myotomy of colon NEC"
"__export__.cdn_icd9_13331_73cd35cd","__export__.cdn_icd9_13331_73cd35cd","46.93","Revision of anastomosis of small intestine","Revise sm bowel anastom"
"__export__.cdn_icd9_13332_954b85c7","__export__.cdn_icd9_13332_954b85c7","46.94","Revision of anastomosis of large intestine","Revise lg bowel anastom"
"__export__.cdn_icd9_13333_9c0adb53","__export__.cdn_icd9_13333_9c0adb53","46.95","Local perfusion of small intestine","Local sm bowel perfusion"
"__export__.cdn_icd9_13334_0866414f","__export__.cdn_icd9_13334_0866414f","46.96","Local perfusion of large intestine","Local lg bowel perfusion"
"__export__.cdn_icd9_13335_41c7226d","__export__.cdn_icd9_13335_41c7226d","46.97","Transplant of intestine","Transplant of intestine"
"__export__.cdn_icd9_13336_5cc1aaff","__export__.cdn_icd9_13336_5cc1aaff","46.99","Other operations on intestines","Intestinal op NEC"
"__export__.cdn_icd9_13337_22804ab0","__export__.cdn_icd9_13337_22804ab0","47.01","Laparoscopic appendectomy","Lap appendectomy"
"__export__.cdn_icd9_13338_eb4181b6","__export__.cdn_icd9_13338_eb4181b6","47.09","Other appendectomy","Other appendectomy"
"__export__.cdn_icd9_13339_a3e73042","__export__.cdn_icd9_13339_a3e73042","47.11","Laparoscopic incidental appendectomy","Lap incid appendectomy"
"__export__.cdn_icd9_13340_61dd1355","__export__.cdn_icd9_13340_61dd1355","47.19","Other incidental appendectomy","Other incid appendectomy"
"__export__.cdn_icd9_13341_9e757d60","__export__.cdn_icd9_13341_9e757d60","47.2","Drainage of appendiceal abscess","Drain appendiceal absc"
"__export__.cdn_icd9_13342_177d2ab4","__export__.cdn_icd9_13342_177d2ab4","47.91","Appendicostomy","Appendicostomy"
"__export__.cdn_icd9_13343_ab06a661","__export__.cdn_icd9_13343_ab06a661","47.92","Closure of appendiceal fistula","Close appendiceal fistul"
"__export__.cdn_icd9_13344_ebe52705","__export__.cdn_icd9_13344_ebe52705","47.99","Other operations on appendix","Appendiceal ops NEC"
"__export__.cdn_icd9_13345_1b6d8182","__export__.cdn_icd9_13345_1b6d8182","48.0","Proctotomy","Proctotomy"
"__export__.cdn_icd9_13346_5ceb4f6f","__export__.cdn_icd9_13346_5ceb4f6f","48.1","Proctostomy","Proctostomy"
"__export__.cdn_icd9_13347_20f17f38","__export__.cdn_icd9_13347_20f17f38","48.21","Transabdominal proctosigmoidoscopy","Transab proctosigmoidosc"
"__export__.cdn_icd9_13348_2dea526c","__export__.cdn_icd9_13348_2dea526c","48.22","Proctosigmoidoscopy through artificial stoma","Proctosigmoidosc thru st"
"__export__.cdn_icd9_13349_7253d455","__export__.cdn_icd9_13349_7253d455","48.23","Rigid proctosigmoidoscopy","Rigid proctosigmoidoscpy"
"__export__.cdn_icd9_13350_98d4c19c","__export__.cdn_icd9_13350_98d4c19c","48.24","Closed [endoscopic] biopsy of rectum","Closed rectal biopsy"
"__export__.cdn_icd9_13351_92821eff","__export__.cdn_icd9_13351_92821eff","48.25","Open biopsy of rectum","Open rectal biopsy"
"__export__.cdn_icd9_13352_742ede55","__export__.cdn_icd9_13352_742ede55","48.26","Biopsy of perirectal tissue","Perirectal tissue biopsy"
"__export__.cdn_icd9_13353_2b03c7fa","__export__.cdn_icd9_13353_2b03c7fa","48.29","Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue","Rect/perirect dx op NEC"
"__export__.cdn_icd9_13354_1eb79b9d","__export__.cdn_icd9_13354_1eb79b9d","48.31","Radical electrocoagulation of rectal lesion or tissue","Rad electrocoag-rect les"
"__export__.cdn_icd9_13355_cb458d6c","__export__.cdn_icd9_13355_cb458d6c","48.32","Other electrocoagulation of rectal lesion or tissue","Electrocoag rect les NEC"
"__export__.cdn_icd9_13356_5ae7ec60","__export__.cdn_icd9_13356_5ae7ec60","48.33","Destruction of rectal lesion or tissue by laser","Laser destruc rectal les"
"__export__.cdn_icd9_13357_9b996874","__export__.cdn_icd9_13357_9b996874","48.34","Destruction of rectal lesion or tissue by cryosurgery","Cryosurg destr rect les"
"__export__.cdn_icd9_13358_313705de","__export__.cdn_icd9_13358_313705de","48.35","Local excision of rectal lesion or tissue","Local excis rectal les"
"__export__.cdn_icd9_13359_3c15d73a","__export__.cdn_icd9_13359_3c15d73a","48.36","[Endoscopic] polypectomy of rectum","Polypectomy of rectum"
"__export__.cdn_icd9_13360_0f8cb1c6","__export__.cdn_icd9_13360_0f8cb1c6","48.40","Pull-through resection of rectum, not otherwise specified","Pull-thru res rectum NOS"
"__export__.cdn_icd9_13361_d588cea2","__export__.cdn_icd9_13361_d588cea2","48.41","Soave submucosal resection of rectum","Soave submuc rect resect"
"__export__.cdn_icd9_13362_d56948f3","__export__.cdn_icd9_13362_d56948f3","48.42","Laparoscopic pull-through resection of rectum","Lap pull-thru res rectum"
"__export__.cdn_icd9_13363_b7ff932d","__export__.cdn_icd9_13363_b7ff932d","48.43","Open pull-through resection of rectum","Opn pull-thru res rectum"
"__export__.cdn_icd9_13364_38463b5f","__export__.cdn_icd9_13364_38463b5f","48.49","Other pull-through resection of rectum","Pull-thru rect resec NEC"
"__export__.cdn_icd9_13365_2fa769f1","__export__.cdn_icd9_13365_2fa769f1","48.50","Abdominoperineal resection of the rectum, not otherwise specified","Abdperneal res rectm NOS"
"__export__.cdn_icd9_13366_c26e1a3c","__export__.cdn_icd9_13366_c26e1a3c","48.51","Laparoscopic abdominoperineal resection of the rectum","Lap abdperneal resc rec"
"__export__.cdn_icd9_13367_5ae546ef","__export__.cdn_icd9_13367_5ae546ef","48.52","Open abdominoperineal resection of the rectum","Opn abdperneal resc rec"
"__export__.cdn_icd9_13368_1d31c638","__export__.cdn_icd9_13368_1d31c638","48.59","Other abdominoperineal resection of the rectum","Abdperneal resc rect NEC"
"__export__.cdn_icd9_13369_f32b5f2f","__export__.cdn_icd9_13369_f32b5f2f","48.61","Transsacral rectosigmoidectomy","Transsac rectosigmoidect"
"__export__.cdn_icd9_13370_b978e34b","__export__.cdn_icd9_13370_b978e34b","48.62","Anterior resection of rectum with synchronous colostomy","Ant rect resect w colost"
"__export__.cdn_icd9_13371_534b3e72","__export__.cdn_icd9_13371_534b3e72","48.63","Other anterior resection of rectum","Anterior rect resect NEC"
"__export__.cdn_icd9_13372_61fd7d0e","__export__.cdn_icd9_13372_61fd7d0e","48.64","Posterior resection of rectum","Posterior rect resection"
"__export__.cdn_icd9_13373_daf32ee3","__export__.cdn_icd9_13373_daf32ee3","48.65","Duhamel resection of rectum","Duhamel rectal resection"
"__export__.cdn_icd9_13374_1102dfdd","__export__.cdn_icd9_13374_1102dfdd","48.69","Other resection of rectum","Rectal resection NEC"
"__export__.cdn_icd9_13375_bf6571bf","__export__.cdn_icd9_13375_bf6571bf","48.71","Suture of laceration of rectum","Suture of rectal lacer"
"__export__.cdn_icd9_13376_6180d69b","__export__.cdn_icd9_13376_6180d69b","48.72","Closure of proctostomy","Closure of proctostomy"
"__export__.cdn_icd9_13377_359f0b40","__export__.cdn_icd9_13377_359f0b40","48.73","Closure of other rectal fistula","Close rectal fist NEC"
"__export__.cdn_icd9_13378_bdc653b5","__export__.cdn_icd9_13378_bdc653b5","48.74","Rectorectostomy","Rectorectostomy"
"__export__.cdn_icd9_13379_14b9f63c","__export__.cdn_icd9_13379_14b9f63c","48.75","Abdominal proctopexy","Abdominal proctopexy"
"__export__.cdn_icd9_13380_18b25296","__export__.cdn_icd9_13380_18b25296","48.76","Other proctopexy","Proctopexy NEC"
"__export__.cdn_icd9_13381_de6079aa","__export__.cdn_icd9_13381_de6079aa","48.79","Other repair of rectum","Repair of rectum NEC"
"__export__.cdn_icd9_13382_832313fe","__export__.cdn_icd9_13382_832313fe","48.81","Incision of perirectal tissue","Perirectal incision"
"__export__.cdn_icd9_13383_a2a6c28f","__export__.cdn_icd9_13383_a2a6c28f","48.82","Excision of perirectal tissue","Perirectal excision"
"__export__.cdn_icd9_13384_3f502904","__export__.cdn_icd9_13384_3f502904","48.91","Incision of rectal stricture","Incis rectal stricture"
"__export__.cdn_icd9_13385_5c9d3083","__export__.cdn_icd9_13385_5c9d3083","48.92","Anorectal myectomy","Anorectal myomectomy"
"__export__.cdn_icd9_13386_ab66afab","__export__.cdn_icd9_13386_ab66afab","48.93","Repair of perirectal fistula","Repair perirect fistula"
"__export__.cdn_icd9_13387_cf3c716e","__export__.cdn_icd9_13387_cf3c716e","48.99","Other operations on rectum and perirectal tissue","Rectal perirect op NEC"
"__export__.cdn_icd9_13388_ef20cc77","__export__.cdn_icd9_13388_ef20cc77","49.01","Incision of perianal abscess","Incis perianal abscess"
"__export__.cdn_icd9_13389_1938f462","__export__.cdn_icd9_13389_1938f462","49.02","Other incision of perianal tissue","Perianal incision NEC"
"__export__.cdn_icd9_13390_fa0a6573","__export__.cdn_icd9_13390_fa0a6573","49.03","Excision of perianal skin tags","Excis perianal skin tag"
"__export__.cdn_icd9_13391_e1d81571","__export__.cdn_icd9_13391_e1d81571","49.04","Other excision of perianal tissue","Perianal excision NEC"
"__export__.cdn_icd9_13392_79684010","__export__.cdn_icd9_13392_79684010","49.11","Anal fistulotomy","Anal fistulotomy"
"__export__.cdn_icd9_13393_9c494ac6","__export__.cdn_icd9_13393_9c494ac6","49.12","Anal fistulectomy","Anal fistulectomy"
"__export__.cdn_icd9_13394_ee9aa64a","__export__.cdn_icd9_13394_ee9aa64a","49.21","Anoscopy","Anoscopy"
"__export__.cdn_icd9_13395_71085d15","__export__.cdn_icd9_13395_71085d15","49.22","Biopsy of perianal tissue","Perianal biopsy"
"__export__.cdn_icd9_13396_d9b9ab47","__export__.cdn_icd9_13396_d9b9ab47","49.23","Biopsy of anus","Anal biopsy"
"__export__.cdn_icd9_13397_668dec58","__export__.cdn_icd9_13397_668dec58","49.29","Other diagnostic procedures on anus and perianal tissue","Anal/perian dx proc NEC"
"__export__.cdn_icd9_13398_ad37fa43","__export__.cdn_icd9_13398_ad37fa43","49.31","Endoscopic excision or destruction of lesion or tissue of anus","Endosc destruc anus les"
"__export__.cdn_icd9_13399_b193a395","__export__.cdn_icd9_13399_b193a395","49.39","Other local excision or destruction of lesion or tissue of anus","Other destruc anus les"
"__export__.cdn_icd9_13400_3b39d914","__export__.cdn_icd9_13400_3b39d914","49.41","Reduction of hemorrhoids","Hemorrhoid reduction"
"__export__.cdn_icd9_13401_bc7d2fe5","__export__.cdn_icd9_13401_bc7d2fe5","49.42","Injection of hemorrhoids","Hemorrhoid injection"
"__export__.cdn_icd9_13402_d9ee0113","__export__.cdn_icd9_13402_d9ee0113","49.43","Cauterization of hemorrhoids","Hemorrhoid cauterizat"
"__export__.cdn_icd9_13403_fdba6f8f","__export__.cdn_icd9_13403_fdba6f8f","49.44","Destruction of hemorrhoids by cryotherapy","Hemorrhoid cryotherapy"
"__export__.cdn_icd9_13404_279a503a","__export__.cdn_icd9_13404_279a503a","49.45","Ligation of hemorrhoids","Hemorrhoid ligation"
"__export__.cdn_icd9_13405_b27b29eb","__export__.cdn_icd9_13405_b27b29eb","49.46","Excision of hemorrhoids","Hemorrhoidectomy"
"__export__.cdn_icd9_13406_610383c3","__export__.cdn_icd9_13406_610383c3","49.47","Evacuation of thrombosed hemorrhoids","Hemorrhoid evacuation"
"__export__.cdn_icd9_13407_61242d0a","__export__.cdn_icd9_13407_61242d0a","49.49","Other procedures on hemorrhoids","Hemorrhoid procedure NEC"
"__export__.cdn_icd9_13408_2e9c1645","__export__.cdn_icd9_13408_2e9c1645","49.51","Left lateral anal sphincterotomy","Left lat sphincterotomy"
"__export__.cdn_icd9_13409_0707f91a","__export__.cdn_icd9_13409_0707f91a","49.52","Posterior anal sphincterotomy","Post sphincterotomy"
"__export__.cdn_icd9_13410_a61bb59e","__export__.cdn_icd9_13410_a61bb59e","49.59","Other anal sphincterotomy","Anal sphincterotomy NEC"
"__export__.cdn_icd9_13411_78062c55","__export__.cdn_icd9_13411_78062c55","49.6","Excision of anus","Excision of anus"
"__export__.cdn_icd9_13412_f46af1b7","__export__.cdn_icd9_13412_f46af1b7","49.71","Suture of laceration of anus","Suture anal laceration"
"__export__.cdn_icd9_13413_ef39a5e5","__export__.cdn_icd9_13413_ef39a5e5","49.72","Anal cerclage","Anal cerclage"
"__export__.cdn_icd9_13414_c485732d","__export__.cdn_icd9_13414_c485732d","49.73","Closure of anal fistula","Closure of anal fistula"
"__export__.cdn_icd9_13415_ede49de0","__export__.cdn_icd9_13415_ede49de0","49.74","Gracilis muscle transplant for anal incontinence","Gracilis musc transplan"
"__export__.cdn_icd9_13416_5360fc85","__export__.cdn_icd9_13416_5360fc85","49.75","Implantation or revision of artificial anal sphincter","Impl or rev art anal sph"
"__export__.cdn_icd9_13417_fdd957c8","__export__.cdn_icd9_13417_fdd957c8","49.76","Removal of artificial anal sphincter","Remov art anal sphincter"
"__export__.cdn_icd9_13418_76525da5","__export__.cdn_icd9_13418_76525da5","49.79","Other repair of anal sphincter","Anal sphinct repair NEC"
"__export__.cdn_icd9_13419_4b3d9aff","__export__.cdn_icd9_13419_4b3d9aff","49.91","Incision of anal septum","Incision of anal septum"
"__export__.cdn_icd9_13420_cd170fd2","__export__.cdn_icd9_13420_cd170fd2","49.92","Insertion of subcutaneous electrical anal stimulator","Insert subq anal stimul"
"__export__.cdn_icd9_13421_66d00e19","__export__.cdn_icd9_13421_66d00e19","49.93","Other incision of anus","Anal incision NEC"
"__export__.cdn_icd9_13422_b0018df7","__export__.cdn_icd9_13422_b0018df7","49.94","Reduction of anal prolapse","Reduction anal prolapse"
"__export__.cdn_icd9_13423_915a08d3","__export__.cdn_icd9_13423_915a08d3","49.95","Control of (postoperative) hemorrhage of anus","Control anal hemorrhage"
"__export__.cdn_icd9_13424_0aa31a5c","__export__.cdn_icd9_13424_0aa31a5c","49.99","Other operations on anus","Anal operation NEC"
"__export__.cdn_icd9_13425_f8f78a28","__export__.cdn_icd9_13425_f8f78a28","50.0","Hepatotomy","Hepatotomy"
"__export__.cdn_icd9_13426_0421082a","__export__.cdn_icd9_13426_0421082a","50.11","Closed (percutaneous) [needle] biopsy of liver","Closed liver biopsy"
"__export__.cdn_icd9_13427_043c53dd","__export__.cdn_icd9_13427_043c53dd","50.12","Open biopsy of liver","Open liver biopsy"
"__export__.cdn_icd9_13428_e66c4ea0","__export__.cdn_icd9_13428_e66c4ea0","50.13","Transjugular liver biopsy","Transjugular liver bx"
"__export__.cdn_icd9_13429_6ad0b395","__export__.cdn_icd9_13429_6ad0b395","50.14","Laparoscopic liver biopsy","Laparoscopic liver bx"
"__export__.cdn_icd9_13430_cb7e945b","__export__.cdn_icd9_13430_cb7e945b","50.19","Other diagnostic procedures on liver","Hepatic dx proc NEC"
"__export__.cdn_icd9_13431_2735b77b","__export__.cdn_icd9_13431_2735b77b","50.21","Marsupialization of lesion of liver","Marsupializat liver les"
"__export__.cdn_icd9_13432_9f58f31f","__export__.cdn_icd9_13432_9f58f31f","50.22","Partial hepatectomy","Partial hepatectomy"
"__export__.cdn_icd9_13433_8b77346b","__export__.cdn_icd9_13433_8b77346b","50.23","Open ablation of liver lesion or tissue","Opn abltn liver les/tiss"
"__export__.cdn_icd9_13434_471a5a1d","__export__.cdn_icd9_13434_471a5a1d","50.24","Percutaneous ablation of liver lesion or tissue","Perc abltn liver les/tis"
"__export__.cdn_icd9_13435_102e0ad5","__export__.cdn_icd9_13435_102e0ad5","50.25","Laparoscopic ablation of liver lesion or tissue","Lap abltn liver les/tiss"
"__export__.cdn_icd9_13436_62c67b01","__export__.cdn_icd9_13436_62c67b01","50.26","Other and unspecified ablation of liver lesion or tissue","Abltn liver les/tiss NEC"
"__export__.cdn_icd9_13437_e04a297c","__export__.cdn_icd9_13437_e04a297c","50.29","Other destruction of lesion of liver","Destruc hepatic les NEC"
"__export__.cdn_icd9_13438_44283dcc","__export__.cdn_icd9_13438_44283dcc","50.3","Lobectomy of liver","Hepatic lobectomy"
"__export__.cdn_icd9_13439_8e5f751b","__export__.cdn_icd9_13439_8e5f751b","50.4","Total hepatectomy","Total hepatectomy"
"__export__.cdn_icd9_13440_e2ba2ba4","__export__.cdn_icd9_13440_e2ba2ba4","50.51","Auxiliary liver transplant","Auxiliary liver transpl"
"__export__.cdn_icd9_13441_9516b24f","__export__.cdn_icd9_13441_9516b24f","50.59","Other transplant of liver","Liver transplant NEC"
"__export__.cdn_icd9_13442_6f75a650","__export__.cdn_icd9_13442_6f75a650","50.61","Closure of laceration of liver","Closure liver lacerat"
"__export__.cdn_icd9_13443_28853ac7","__export__.cdn_icd9_13443_28853ac7","50.69","Other repair of liver","Liver repair NEC"
"__export__.cdn_icd9_13444_8845da99","__export__.cdn_icd9_13444_8845da99","50.91","Percutaneous aspiration of liver","Percutan liver aspirat"
"__export__.cdn_icd9_13445_5e2fd591","__export__.cdn_icd9_13445_5e2fd591","50.92","Extracorporeal hepatic assistance","Extracorpor hepat Assis"
"__export__.cdn_icd9_13446_819d3350","__export__.cdn_icd9_13446_819d3350","50.93","Localized perfusion of liver","Local perfusion liver"
"__export__.cdn_icd9_13447_a5d10474","__export__.cdn_icd9_13447_a5d10474","50.94","Other injection of therapeutic substance into liver","Hepatic injection NEC"
"__export__.cdn_icd9_13448_c219c34c","__export__.cdn_icd9_13448_c219c34c","50.99","Other operations on liver","Liver operation NEC"
"__export__.cdn_icd9_13449_8d3a9325","__export__.cdn_icd9_13449_8d3a9325","51.01","Percutaneous aspiration of gallbladder","Percutan aspiration gb"
"__export__.cdn_icd9_13450_20ee604a","__export__.cdn_icd9_13450_20ee604a","51.02","Trocar cholecystostomy","Trocar cholecystostomy"
"__export__.cdn_icd9_13451_52e1b5a8","__export__.cdn_icd9_13451_52e1b5a8","51.03","Other cholecystostomy","Cholecystostomy NEC"
"__export__.cdn_icd9_13452_56d10bd7","__export__.cdn_icd9_13452_56d10bd7","51.04","Other cholecystotomy","Cholecystotomy NEC"
"__export__.cdn_icd9_13453_bf2771f9","__export__.cdn_icd9_13453_bf2771f9","51.10","Endoscopic retrograde cholangiopancreatography [ERCP]","Endosc retro cholangiopa"
"__export__.cdn_icd9_13454_c8394e5e","__export__.cdn_icd9_13454_c8394e5e","51.11","Endoscopic retrograde cholangiography [ERC]","Endosc retro cholangio"
"__export__.cdn_icd9_13455_6bf6170c","__export__.cdn_icd9_13455_6bf6170c","51.12","Percutaneous biopsy of gallbladder or bile ducts","Percu bx gb/bile duct"
"__export__.cdn_icd9_13456_fd8c1480","__export__.cdn_icd9_13456_fd8c1480","51.13","Open biopsy of gallbladder or bile ducts","Open biliary tract bx"
"__export__.cdn_icd9_13457_5ce93f68","__export__.cdn_icd9_13457_5ce93f68","51.14","Other closed [endoscopic] biopsy of biliary duct or sphincter of Oddi","Clo endosc bx bile duct"
"__export__.cdn_icd9_13458_06f5338b","__export__.cdn_icd9_13458_06f5338b","51.15","Pressure measurement of sphincter of Oddi","Sphinct of oddi measure"
"__export__.cdn_icd9_13459_196ebcec","__export__.cdn_icd9_13459_196ebcec","51.19","Other diagnostic procedures on biliary tract","Biliary tr dx proc NEC"
"__export__.cdn_icd9_13460_5de56fb4","__export__.cdn_icd9_13460_5de56fb4","51.21","Other partial cholecystectomy","Oth part cholecystectomy"
"__export__.cdn_icd9_13461_e66335ed","__export__.cdn_icd9_13461_e66335ed","51.22","Cholecystectomy","Cholecystectomy"
"__export__.cdn_icd9_13462_3b7ec35c","__export__.cdn_icd9_13462_3b7ec35c","51.23","Laparoscopic cholecystectomy","Laparoscopic cholecystec"
"__export__.cdn_icd9_13463_45a28188","__export__.cdn_icd9_13463_45a28188","51.24","Laparoscopic partial cholecystectomy","Lap part cholecystectomy"
"__export__.cdn_icd9_13464_7988d373","__export__.cdn_icd9_13464_7988d373","51.31","Anastomosis of gallbladder to hepatic ducts","Gb-to-hepat duct anast"
"__export__.cdn_icd9_13465_5c87e3d3","__export__.cdn_icd9_13465_5c87e3d3","51.32","Anastomosis of gallbladder to intestine","Gb-to-intestine anastom"
"__export__.cdn_icd9_13466_61fb54f9","__export__.cdn_icd9_13466_61fb54f9","51.33","Anastomosis of gallbladder to pancreas","Gb-to-pancreas anastom"
"__export__.cdn_icd9_13467_08b6e968","__export__.cdn_icd9_13467_08b6e968","51.34","Anastomosis of gallbladder to stomach","Gb-to-stomach anastomos"
"__export__.cdn_icd9_13468_df6f621f","__export__.cdn_icd9_13468_df6f621f","51.35","Other gallbladder anastomosis","Gallbladder anastom NEC"
"__export__.cdn_icd9_13469_65cb70aa","__export__.cdn_icd9_13469_65cb70aa","51.36","Choledochoenterostomy","Choledochoenterostomy"
"__export__.cdn_icd9_13470_21a1dde6","__export__.cdn_icd9_13470_21a1dde6","51.37","Anastomosis of hepatic duct to gastrointestinal tract","Hepatic duct-gi anastom"
"__export__.cdn_icd9_13471_a833994b","__export__.cdn_icd9_13471_a833994b","51.39","Other bile duct anastomosis","Bile duct anastomos NEC"
"__export__.cdn_icd9_13472_e68321e0","__export__.cdn_icd9_13472_e68321e0","51.41","Common duct exploration for removal of calculus","Cde for calculus remov"
"__export__.cdn_icd9_13473_ada68e77","__export__.cdn_icd9_13473_ada68e77","51.42","Common duct exploration for relief of other obstruction","Cde for obstruction NEC"
"__export__.cdn_icd9_13474_130cc184","__export__.cdn_icd9_13474_130cc184","51.43","Insertion of choledochohepatic tube for decompression","Choledochohepat intubat"
"__export__.cdn_icd9_13475_c9ea2e1e","__export__.cdn_icd9_13475_c9ea2e1e","51.49","Incision of other bile ducts for relief of obstruction","Incis obstr bile duc NEC"
"__export__.cdn_icd9_13476_f903cfe1","__export__.cdn_icd9_13476_f903cfe1","51.51","Exploration of common duct","Common duct exploration"
"__export__.cdn_icd9_13477_4293b7ee","__export__.cdn_icd9_13477_4293b7ee","51.59","Other incision of other bile duct","Bile duct incision NEC"
"__export__.cdn_icd9_13478_3a0bfd7e","__export__.cdn_icd9_13478_3a0bfd7e","51.61","Excision of cystic duct remnant","Excis cyst duct remnant"
"__export__.cdn_icd9_13479_f3648d2c","__export__.cdn_icd9_13479_f3648d2c","51.62","Excision of ampulla of Vater (with reimplantation of common duct)","Excis ampulla of vater"
"__export__.cdn_icd9_13480_349ad844","__export__.cdn_icd9_13480_349ad844","51.63","Other excision of common duct","Common duct excis NEC"
"__export__.cdn_icd9_13481_38966381","__export__.cdn_icd9_13481_38966381","51.64","Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi","Endosc destru bile les"
"__export__.cdn_icd9_13482_cfe1c5c8","__export__.cdn_icd9_13482_cfe1c5c8","51.69","Excision of other bile duct","Bile duct excision NEC"
"__export__.cdn_icd9_13483_e3453815","__export__.cdn_icd9_13483_e3453815","51.71","Simple suture of common bile duct","Simple sut-common duct"
"__export__.cdn_icd9_13484_8f15e41d","__export__.cdn_icd9_13484_8f15e41d","51.72","Choledochoplasty","Choledochoplasty"
"__export__.cdn_icd9_13485_f06b5992","__export__.cdn_icd9_13485_f06b5992","51.79","Repair of other bile ducts","Bile duct repair NEC"
"__export__.cdn_icd9_13486_9f4ca074","__export__.cdn_icd9_13486_9f4ca074","51.81","Dilation of sphincter of Oddi","Sphincter of oddi dilat"
"__export__.cdn_icd9_13487_e7afd153","__export__.cdn_icd9_13487_e7afd153","51.82","Pancreatic sphincterotomy","Pancreat sphincterotom"
"__export__.cdn_icd9_13488_1affbf56","__export__.cdn_icd9_13488_1affbf56","51.83","Pancreatic sphincteroplasty","Pancreat sphincteroplas"
"__export__.cdn_icd9_13489_6b8bf047","__export__.cdn_icd9_13489_6b8bf047","51.84","Endoscopic dilation of ampulla and biliary duct","Endosc dilation ampulla"
"__export__.cdn_icd9_13490_572d99af","__export__.cdn_icd9_13490_572d99af","51.85","Endoscopic sphincterotomy and papillotomy","Endosc sphincterotomy"
"__export__.cdn_icd9_13491_ffa1cae1","__export__.cdn_icd9_13491_ffa1cae1","51.86","Endoscopic insertion of nasobiliary drainage tube","Endosc inser nasobil tub"
"__export__.cdn_icd9_13492_c0ede941","__export__.cdn_icd9_13492_c0ede941","51.87","Endoscopic insertion of stent (tube) into bile duct","Endosc inser stent bile"
"__export__.cdn_icd9_13493_49555ddd","__export__.cdn_icd9_13493_49555ddd","51.88","Endoscopic removal of stone(s) from biliary tract","Endosc remove bile stone"
"__export__.cdn_icd9_13494_9327468b","__export__.cdn_icd9_13494_9327468b","51.89","Other operations on sphincter of Oddi","Sphinct of oddi op NEC"
"__export__.cdn_icd9_13495_383dbbc3","__export__.cdn_icd9_13495_383dbbc3","51.91","Repair of laceration of gallbladder","Repair gb laceration"
"__export__.cdn_icd9_13496_ff967908","__export__.cdn_icd9_13496_ff967908","51.92","Closure of cholecystostomy","Closure cholecystostomy"
"__export__.cdn_icd9_13497_2a751e68","__export__.cdn_icd9_13497_2a751e68","51.93","Closure of other biliary fistula","Clos biliary fistul NEC"
"__export__.cdn_icd9_13498_acfa98f5","__export__.cdn_icd9_13498_acfa98f5","51.94","Revision of anastomosis of biliary tract","Revis bile tract anastom"
"__export__.cdn_icd9_13499_9e0f984b","__export__.cdn_icd9_13499_9e0f984b","51.95","Removal of prosthetic device from bile duct","Remove bile duct prosth"
"__export__.cdn_icd9_13500_82a024fc","__export__.cdn_icd9_13500_82a024fc","51.96","Percutaneous extraction of common duct stones","Perc extrac com duc calc"
"__export__.cdn_icd9_13501_cc27d4b7","__export__.cdn_icd9_13501_cc27d4b7","51.98","Other percutaneous procedures on biliary tract","Oth perc proc bil trct"
"__export__.cdn_icd9_13502_22c6c904","__export__.cdn_icd9_13502_22c6c904","51.99","Other operations on biliary tract","Biliary tract op NEC"
"__export__.cdn_icd9_13503_3ff6b692","__export__.cdn_icd9_13503_3ff6b692","52.01","Drainage of pancreatic cyst by catheter","Cath drain-pancreat cyst"
"__export__.cdn_icd9_13504_4164c807","__export__.cdn_icd9_13504_4164c807","52.09","Other pancreatotomy","Pancreatotomy NEC"
"__export__.cdn_icd9_13505_97ade363","__export__.cdn_icd9_13505_97ade363","52.11","Closed [aspiration] [needle] [percutaneous] biopsy of pancreas","Closed pancreatic biopsy"
